provision_id,van_ban,doc_code,chuong,dieu,tieu_de_dieu,khoan,diem,noi_dung,hieu_luc,ngay_hieu_luc,ngay_het_hieu_luc,thay_the_boi,thay_the_cho,van_ban_sua_doi,ghi_chu
69_2020_QH14__D7__K12,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương I,7,Các hành vi bị nghiêm cấm trong lĩnh vực người lao động,12,"a, b, c, d, đ, e, g","Điều 7. Các hành vi bị nghiêm cấm trong lĩnh vực người lao động
12. Đi làm việc ở nước ngoài hoặc đưa người lao động Việt Nam đi làm việc
ở nước ngoài đối với công việc sau đây:
a) Công việc mát-xa tại nhà hàng, khách sạn hoặc trung tâm giải trí;
b) Công việc phải tiếp xúc thường xuyên với chất nổ, chất độc hại trong
luyện quặng kim loại màu (đồng, chì, thủy ngân, bạc, kẽm); tiếp xúc thường xuyên
với măng-gan, đi-ô-xít thủy ngân;
c) Công việc tiếp xúc với nguồn phóng xạ hở, khai thác quặng phóng xạ
các loại;
d) Công việc sản xuất, bao gói phải tiếp xúc thường xuyên với hóa chất axít
ni-tơ-ríc, na-tơ-ri xun-phát, đi-xun-phua các-bon hoặc thuốc trừ sâu, thuốc diệt cỏ,
thuốc diệt chuột, thuốc sát trùng, thuốc chống mối mọt có độc tính mạnh;
đ) Công việc săn bắt thú dữ, cá sấu, cá mập;
e) Công việc thường xuyên ở nơi thiếu không khí, áp suất lớn (dưới lòng đất,
lòng đại dương);
g) Công việc liệm, mai táng tử thi, thiêu xác chết, bốc mồ mả.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D7__K13,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương I,7,Các hành vi bị nghiêm cấm trong lĩnh vực người lao động,13,"a, b, c, d","Điều 7. Các hành vi bị nghiêm cấm trong lĩnh vực người lao động
13. Đi làm việc ở nước ngoài hoặc đưa người lao động Việt Nam đi làm việc
ở nước ngoài ở khu vực sau đây:
a) Khu vực đang có chiến sự hoặc đang có nguy cơ xảy ra chiến sự;

b) Khu vực đang bị nhiễm xạ;
c) Khu vực bị nhiễm độc;
d) Khu vực đang có dịch bệnh đặc biệt nguy hiểm.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D7__K14,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương I,7,Các hành vi bị nghiêm cấm trong lĩnh vực người lao động,14,,"Điều 7. Các hành vi bị nghiêm cấm trong lĩnh vực người lao động
14. Tự ý ở lại nước ngoài trái pháp luật sau khi chấm dứt hợp đồng lao động,
hợp đồng đào tạo nghề.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D7__K15,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương I,7,Các hành vi bị nghiêm cấm trong lĩnh vực người lao động,15,,"Điều 7. Các hành vi bị nghiêm cấm trong lĩnh vực người lao động
15. Gây chậm trễ, phiền hà, cản trở, sách nhiễu người lao động hoặc
doanh nghiệp, tổ chức, cá nhân Việt Nam trong lĩnh vực người lao động Việt Nam
đi làm việc ở nước ngoài theo hợp đồng.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D7__K16,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương I,7,Các hành vi bị nghiêm cấm trong lĩnh vực người lao động,16,,"Điều 7. Các hành vi bị nghiêm cấm trong lĩnh vực người lao động
16. Cấp Giấy phép hoạt động dịch vụ đưa người lao động Việt Nam đi
làm việc ở nước ngoài theo hợp đồng cho doanh nghiệp không đủ điều kiện theo
quy định của Luật này.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D7__K17,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương I,7,Các hành vi bị nghiêm cấm trong lĩnh vực người lao động,17,,"Điều 7. Các hành vi bị nghiêm cấm trong lĩnh vực người lao động
17. Sử dụng Quỹ Hỗ trợ việc làm ngoài nước không đúng quy định của
pháp luật.
Chương II
DOANH NGHIỆP, ĐƠN VỊ SỰ NGHIỆP, TỔ CHỨC, CÁ NHÂN VIỆT NAM
ĐƯA NGƯỜI LAO ĐỘNG VIỆT NAM ĐI LÀM VIỆC Ở NƯỚC NGOÀI
Mục 1
DOANH NGHIỆP VIỆT NAM HOẠT ĐỘNG DỊCH VỤ
ĐƯA NGƯỜI LAO ĐỘNG VIỆT NAM ĐI LÀM VIỆC Ở NƯỚC NGOÀI
THEO HỢP ĐỒNG",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D8__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,8,Hoạt động dịch vụ đưa người lao động Việt Nam đi làm việc ở,1,,"Điều 8. Hoạt động dịch vụ đưa người lao động Việt Nam đi làm việc ở
1. Hoạt động dịch vụ đưa người lao động Việt Nam đi làm việc ở nước ngoài
theo hợp đồng là ngành, nghề đầu tư kinh doanh có điều kiện và chỉ được thực hiện
bởi doanh nghiệp Việt Nam có Giấy phép hoạt động dịch vụ đưa người lao động
Việt Nam đi làm việc ở nước ngoài theo hợp đồng do Bộ trưởng Bộ Lao động -
Thương binh và Xã hội cấp.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D8__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,8,Hoạt động dịch vụ đưa người lao động Việt Nam đi làm việc ở,2,,"Điều 8. Hoạt động dịch vụ đưa người lao động Việt Nam đi làm việc ở
2. Doanh nghiệp Việt Nam hoạt động dịch vụ đưa người lao động Việt
Nam đi làm việc ở nước ngoài theo hợp đồng (sau đây gọi là doanh nghiệp dịch
vụ) phải duy trì các điều kiện quy định tại Điều 10 của Luật này và đáp ứng các
điều kiện của từng thị trường, ngành, nghề, công việc cụ thể theo quy định của
Chính phủ trong suốt quá trình hoạt động.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D9__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,9,Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi,1,,"Điều 9. Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi
1. Ký kết và thực hiện hợp đồng, thỏa thuận liên quan đến việc đưa
người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D9__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,9,Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi,2,,"Điều 9. Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi
2. Tìm kiếm, phát triển thị trường lao động ở nước ngoài; cung cấp thông tin,
quảng cáo, tư vấn về cơ hội việc làm ở nước ngoài.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D9__K3,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,9,Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi,3,,"Điều 9. Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi
3. Chuẩn bị nguồn lao động và tuyển chọn người lao động.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D9__K4,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,9,Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi,4,,"Điều 9. Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi
4. Tổ chức bồi dưỡng kỹ năng nghề, ngoại ngữ, giáo dục định hướng cho
người lao động trước khi đi làm việc ở nước ngoài.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D9__K5,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,9,Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi,5,,"Điều 9. Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi
5. Quản lý người lao động; bảo vệ quyền và lợi ích hợp pháp, chính đáng
của người lao động đi làm việc ở nước ngoài theo hợp đồng.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D9__K6,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,9,Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi,6,,"Điều 9. Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi
6. Thực hiện chế độ, chính sách đối với người lao động đi làm việc ở",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D9__K7,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,9,Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi,7,,"Điều 9. Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi
7. Thanh lý hợp đồng đưa người lao động Việt Nam đi làm việc ở nước ngoài.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D9__K8,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,9,Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi,8,,"Điều 9. Nội dung hoạt động dịch vụ đưa người lao động Việt Nam đi
8. Hỗ trợ giới thiệu việc làm cho người lao động sau khi về nước.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D10__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,10,Điều kiện cấp Giấy phép hoạt động dịch vụ đưa người lao động,1,"a, b, c, d, đ, e","Điều 10. Điều kiện cấp Giấy phép hoạt động dịch vụ đưa người lao động
1. Doanh nghiệp được cấp Giấy phép hoạt động dịch vụ đưa người lao động
Việt Nam đi làm việc ở nước ngoài theo hợp đồng khi có đủ các điều kiện sau đây:
a) Có vốn điều lệ từ 05 tỷ đồng trở lên; có chủ sở hữu, tất cả thành viên,
cổ đông là nhà đầu tư trong nước theo quy định của Luật Đầu tư;
b) Đã ký quỹ theo quy định tại Điều 24 của Luật này;
c) Có người đại diện theo pháp luật là công dân Việt Nam, trình độ từ
đại học trở lên và có ít nhất 05 năm kinh nghiệm trong lĩnh vực đưa người lao
động Việt Nam đi làm việc ở nước ngoài theo hợp đồng hoặc dịch vụ việc làm;
không thuộc diện đang bị truy cứu trách nhiệm hình sự; không có án tích về
một trong các tội xâm phạm an ninh quốc gia, các tội xâm phạm tính mạng,
sức khỏe, nhân phẩm, danh dự của con người, tội lừa đảo chiếm đoạt tài sản,
tội lạm dụng tín nhiệm chiếm đoạt tài sản, tội quảng cáo gian dối, tội lừa dối
khách hàng, tội tổ chức, môi giới cho người khác xuất cảnh, nhập cảnh hoặc ở
lại Việt Nam trái phép, tội tổ chức, môi giới cho người khác trốn đi nước ngoài
hoặc ở lại nước ngoài trái phép, tội cưỡng ép người khác trốn đi nước ngoài
hoặc ở lại nước ngoài trái phép;
d) Có đủ số lượng nhân viên nghiệp vụ thực hiện các nội dung quy định
tại Điều 9 của Luật này;
đ) Có cơ sở vật chất của doanh nghiệp hoặc được doanh nghiệp thuê
ổn định để đáp ứng yêu cầu giáo dục định hướng cho người lao động Việt Nam
đi làm việc ở nước ngoài theo hợp đồng;
e) Có trang thông tin điện tử.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D10__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,10,Điều kiện cấp Giấy phép hoạt động dịch vụ đưa người lao động,2,,"Điều 10. Điều kiện cấp Giấy phép hoạt động dịch vụ đưa người lao động
2. Chính phủ quy định chi tiết Điều này.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D11__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,11,Giấy phép hoạt động dịch vụ đưa người lao động Việt Nam,1,"a, b, c, d, đ, e","Điều 11. Giấy phép hoạt động dịch vụ đưa người lao động Việt Nam
1. Giấy phép hoạt động dịch vụ đưa người lao động Việt Nam đi làm việc ở
nước ngoài theo hợp đồng (sau đây gọi là Giấy phép) có các nội dung chính sau đây:

a) Số Giấy phép và ngày cấp Giấy phép;
b) Tên doanh nghiệp;
c) Mã số doanh nghiệp;
d) Địa chỉ trụ sở chính;
đ) Số điện thoại;
e) Địa chỉ trang thông tin điện tử.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D11__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,11,Giấy phép hoạt động dịch vụ đưa người lao động Việt Nam,2,,"Điều 11. Giấy phép hoạt động dịch vụ đưa người lao động Việt Nam
2. Giấy phép được điều chỉnh thông tin, cấp lại theo quy định tại Điều 13
và Điều 14 của Luật này.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D12__K1,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,12,"Hồ sơ, thủ tục và lệ phí cấp Giấy phép",1,"a, b, c","Điều 12. Hồ sơ, thủ tục và lệ phí cấp Giấy phép
1. Hồ sơ đề nghị cấp Giấy phép bao gồm:
a) Văn bản đề nghị cấp Giấy phép của doanh nghiệp;
b) Bản sao Giấy chứng nhận đăng ký doanh nghiệp;
c) Giấy tờ chứng minh đáp ứng các điều kiện quy định tại Điều 10 của
Luật này.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D12__K2,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,12,"Hồ sơ, thủ tục và lệ phí cấp Giấy phép",2,,"Điều 12. Hồ sơ, thủ tục và lệ phí cấp Giấy phép
2. Trong thời hạn 20 ngày kể từ ngày nhận đủ hồ sơ hợp lệ, Bộ trưởng
Bộ Lao động - Thương binh và Xã hội xem xét và cấp Giấy phép cho doanh nghiệp;
trường hợp không cấp Giấy phép phải trả lời bằng văn bản và nêu rõ lý do.",con_hieu_luc,2022-01-01,,,,,
69_2020_QH14__D12__K3,Luật Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng (69/2020/QH14),69_2020_QH14,Chương II,12,"Hồ sơ, thủ tục và lệ phí cấp Giấy phép",3,,"Điều 12. Hồ sơ, thủ tục và lệ phí cấp Giấy phép
3. Lệ phí cấp phép thực hiện theo quy định của pháp luật về phí và lệ phí.",con_hieu_luc,2022-01-01,,,,,
